x(m)                     y(m)                     z(m)                     Magnetic_Potential       Magnetic_x(nT)           Magnetic_y(nT)           Magnetic_z(nT)           
39532100.0000000         3435500.0000000          100.0000000              -4.84039049813138e-03    6.94720377819814e+01     1.94376355096949e+02     -8.67968411298020e+02    
39532200.0000000         3435500.0000000          100.0000000              -4.84581169984418e-03    3.57669899143026e+01     2.24665170353933e+02     -9.34535364054658e+02    
39532300.0000000         3435500.0000000          100.0000000              -4.84689770985035e-03    -1.71826668716756e+01    2.54481766735764e+02     -9.93481129298262e+02    
39532400.0000000         3435500.0000000          100.0000000              -4.84178856173780e-03    -8.78630070381849e+01    2.80032283539572e+02     -1.03787700381512e+03    
39532500.0000000         3435500.0000000          100.0000000              -4.82874619852029e-03    -1.75016981686506e+02    2.98291380477857e+02     -1.05842186189434e+03    
39532600.0000000         3435500.0000000          100.0000000              -4.80671993052442e-03    -2.64975619599963e+02    3.08049367499335e+02     -1.04791450682404e+03    
39532700.0000000         3435500.0000000          100.0000000              -4.77590471803933e-03    -3.49966952515762e+02    3.07681962009699e+02     -1.01149384477258e+03    
39532800.0000000         3435500.0000000          100.0000000              -4.73714788487149e-03    -4.22572249567519e+02    2.98078691114331e+02     -9.52297127100452e+02    
39532900.0000000         3435500.0000000          100.0000000              -4.69195910427525e-03    -4.78208852270907e+02    2.79489869126288e+02     -8.77323838982539e+02    
39533000.0000000         3435500.0000000          100.0000000              -4.64211182174050e-03    -5.15608924178232e+02    2.53278159815524e+02     -7.92846362768919e+02    
39533100.0000000         3435500.0000000          100.0000000              -4.58948375491048e-03    -5.33783917051318e+02    2.23118896069042e+02     -7.04488436217303e+02    
39533200.0000000         3435500.0000000          100.0000000              -4.53597567221263e-03    -5.33346077439347e+02    1.92290582322428e+02     -6.18184855086884e+02    
39533300.0000000         3435500.0000000          100.0000000              -4.48337087705944e-03    -5.16356336914747e+02    1.63005317289022e+02     -5.40229630662439e+02    
39533400.0000000         3435500.0000000          100.0000000              -4.43309317454598e-03    -4.87559909159163e+02    1.36497401500358e+02     -4.74846297749438e+02    
39533500.0000000         3435500.0000000          100.0000000              -4.38610151273176e-03    -4.51536636956686e+02    1.13707552483830e+02     -4.24197867231689e+02    
39533600.0000000         3435500.0000000          100.0000000              -4.34284928642193e-03    -4.13576586889752e+02    9.50358767658103e+01     -3.88261683409221e+02    
39533700.0000000         3435500.0000000          100.0000000              -4.30332287706352e-03    -3.77477093531639e+02    7.99756142576942e+01     -3.64783547927771e+02    
39533800.0000000         3435500.0000000          100.0000000              -4.26722068808073e-03    -3.45304639206978e+02    6.79465733637861e+01     -3.50882479722595e+02    
39533900.0000000         3435500.0000000          100.0000000              -4.23410528984844e-03    -3.17814123225083e+02    5.84130321407392e+01     -3.43907169064001e+02    
39534000.0000000         3435500.0000000          100.0000000              -4.20350215381330e-03    -2.94976564601432e+02    5.08326652664939e+01     -3.41537272445076e+02    
39534100.0000000         3435500.0000000          100.0000000              -4.17497560490277e-03    -2.76173566508276e+02    4.47429410640249e+01     -3.42185676719376e+02    
39534200.0000000         3435500.0000000          100.0000000              -4.14815178274384e-03    -2.60842420670802e+02    3.98270425962126e+01     -3.44875234162826e+02    
39534300.0000000         3435500.0000000          100.0000000              -4.12270717612502e-03    -2.48515962930048e+02    3.58802663317148e+01     -3.48895127703211e+02    
39534400.0000000         3435500.0000000          100.0000000              -4.09836102724233e-03    -2.38818272379416e+02    3.27544548861291e+01     -3.53742320856934e+02    
39534500.0000000         3435500.0000000          100.0000000              -4.07486541696339e-03    -2.31453766559842e+02    3.02849417324572e+01     -3.58954120542735e+02    
39534600.0000000         3435500.0000000          100.0000000              -4.05200527775167e-03    -2.26044980279255e+02    2.83498619995017e+01     -3.64142812161765e+02    
39534700.0000000         3435500.0000000          100.0000000              -4.02960178545510e-03    -2.22277141195523e+02    2.68796097664862e+01     -3.69084418608878e+02    
39534800.0000000         3435500.0000000          100.0000000              -4.00750701231301e-03    -2.19784278174161e+02    2.58059033434539e+01     -3.73547359136776e+02    
39534900.0000000         3435500.0000000          100.0000000              -3.98561372149695e-03    -2.18247974969846e+02    2.49717160312507e+01     -3.77689178925608e+02    
39535000.0000000         3435500.0000000          100.0000000              -3.96382499643035e-03    -2.17665782625459e+02    2.42966253605146e+01     -3.81411622725939e+02    
39531000.0000000         3435600.0000000          100.0000000              -4.80569965857997e-03    -4.03312408260010e+01    2.89684539489386e+01     -4.97294460777249e+02    
39531100.0000000         3435600.0000000          100.0000000              -4.80230491454567e-03    -2.72932051651578e+01    3.17843569311362e+01     -5.06029261232848e+02    
39531200.0000000         3435600.0000000          100.0000000              -4.80029876790681e-03    -1.25265088778204e+01    3.53500354481722e+01     -5.17508845268657e+02    
39531300.0000000         3435600.0000000          100.0000000              -4.79985908846382e-03    3.99854248489586e+00     3.98629910220209e+01     -5.32660063791597e+02    
39531400.0000000         3435600.0000000          100.0000000              -4.80114713039784e-03    2.20160758633235e+01     4.55097102833704e+01     -5.52248133084362e+02    
39531500.0000000         3435600.0000000          100.0000000              -4.80430982169951e-03    4.14218633140266e+01     5.25695407711374e+01     -5.77350276299871e+02    
39531600.0000000         3435600.0000000          100.0000000              -4.80945615770458e-03    6.15343412188948e+01     6.13865641658496e+01     -6.09404259230427e+02    
39531700.0000000         3435600.0000000          100.0000000              -4.81659397099653e-03    8.09533359901889e+01     7.23066015879990e+01     -6.49850246050475e+02    
39531800.0000000         3435600.0000000          100.0000000              -4.82555528162770e-03    9.75908574873972e+01     8.56659013476237e+01     -6.99767484110342e+02    
39531900.0000000         3435600.0000000          100.0000000              -4.83592210323733e-03    1.08490406351081e+02     1.01778096250481e+02     -7.59727554217166e+02    
39532000.0000000         3435600.0000000          100.0000000              -4.84692700240195e-03    1.09586461461843e+02     1.20848626621970e+02     -8.29205780627334e+02    
39532100.0000000         3435600.0000000          100.0000000              -4.85735451239210e-03    9.61339503995192e+01     1.42692498552474e+02     -9.05600019046679e+02    
39532200.0000000         3435600.0000000          100.0000000              -4.86551332261728e-03    6.35381195465846e+01     1.66556613368024e+02     -9.83573015601448e+02    
39532300.0000000         3435600.0000000          100.0000000              -4.86933281792615e-03    9.14463443690707e+00     1.90808426970178e+02     -1.05493601685404e+03    
39532400.0000000         3435600.0000000          100.0000000              -4.86662356823379e-03    -6.66976177321160e+01    2.12885447938880e+02     -1.10989497443647e+03    
39532500.0000000         3435600.0000000          100.0000000              -4.85541881583219e-03    -1.59460199687478e+02    2.31066132420960e+02     -1.13819810649319e+03    
39532600.0000000         3435600.0000000          100.0000000              -4.83453224512727e-03    -2.58364458286711e+02    2.43673996972957e+02     -1.13377937620757e+03    
39532700.0000000         3435600.0000000          100.0000000              -4.80389316487046e-03    -3.52761454384775e+02    2.47685147432830e+02     -1.09713091790444e+03    
39532800.0000000         3435600.0000000          100.0000000              -4.76442300676863e-03    -4.33962372480190e+02    2.43173351703307e+02     -1.03418369366659e+03    
39532900.0000000         3435600.0000000          100.0000000              -4.71770202677133e-03    -4.97380141263101e+02    2.31332391166485e+02     -9.51945455677278e+02    
39533000.0000000         3435600.0000000          100.0000000              -4.66561415553372e-03    -5.40550169976703e+02    2.13478089272952e+02     -8.55716089624868e+02    
39533100.0000000         3435600.0000000          100.0000000              -4.61036343727435e-03    -5.60814365559619e+02    1.92058485869336e+02     -7.54431546184614e+02    
39533200.0000000         3435600.0000000          100.0000000              -4.55415009654541e-03    -5.60069715932495e+02    1.69424023347107e+02     -6.56182818683940e+02    
39533300.0000000         3435600.0000000          100.0000000              -4.49894919388667e-03    -5.41428354074103e+02    1.47240056919916e+02     -5.68036488965284e+02    
39533400.0000000         3435600.0000000          100.0000000              -4.44629300872899e-03    -5.09853903549026e+02    1.26572827491559e+02     -4.93892972962328e+02    
39533500.0000000         3435600.0000000          100.0000000              -4.39724202789325e-03    -4.70361956991210e+02    1.08522835829193e+02     -4.36534122952673e+02    
39533600.0000000         3435600.0000000          100.0000000              -4.35227892231982e-03    -4.29056436526919e+02    9.31793732239988e+01     -3.95985414975036e+02    
39533700.0000000         3435600.0000000          100.0000000              -4.31135000578897e-03    -3.90104863874498e+02    8.03654274661316e+01     -3.69231915193325e+02    
39533800.0000000         3435600.0000000          100.0000000              -4.27411114901060e-03    -3.55502052054508e+02    6.97762901302191e+01     -3.53182336917984e+02    
39533900.0000000         3435600.0000000          100.0000000              -4.24007575469232e-03    -3.26085919307577e+02    6.09700120235357e+01     -3.44837667891047e+02    
39534000.0000000         3435600.0000000          100.0000000              -4.20872463107959e-03    -3.01727439195616e+02    5.36192268422329e+01     -3.41615207093697e+02    
39534100.0000000         3435600.0000000          100.0000000              -4.17958498260703e-03    -2.81730174315778e+02    4.74560845610071e+01     -3.41709682766497e+02    
39534200.0000000         3435600.0000000          100.0000000              -4.15225669638211e-03    -2.65397917869726e+02    4.22844051959909e+01     -3.44017855014122e+02    
39534300.0000000         3435600.0000000          100.0000000              -4.12640022464633e-03    -2.52222325310606e+02    3.79877068708235e+01     -3.47815946995934e+02    
39534400.0000000         3435600.0000000          100.0000000              -4.10172033279352e-03    -2.41808253421838e+02    3.44463942908033e+01     -3.52536276780575e+02    
39534500.0000000         3435600.0000000          100.0000000              -4.07795688126717e-03    -2.33838746276809e+02    3.15618506632052e+01     -3.57699159600180e+02    
39534600.0000000         3435600.0000000          100.0000000              -4.05488452462602e-03    -2.27919209221034e+02    2.92545290186633e+01     -3.62894103660997e+02    
39534700.0000000         3435600.0000000          100.0000000              -4.03231708020292e-03    -2.23684278797638e+02    2.74469148589251e+01     -3.67898832955151e+02    
39534800.0000000         3435600.0000000          100.0000000              -4.01010154257676e-03    -2.20837501537462e+02    2.60881383083846e+01     -3.72601736278892e+02    
39534900.0000000         3435600.0000000          100.0000000              -3.98811015774078e-03    -2.19151588931159e+02    2.49519550551332e+01     -3.76861913539361e+02    
39535000.0000000         3435600.0000000          100.0000000              -3.96624153634259e-03    -2.18361010828179e+02    2.40347384371813e+01     -3.80648439298892e+02    
39531000.0000000         3435700.0000000          100.0000000              -4.80814768792837e-03    -3.85113018371681e+01    1.99347453527265e+01     -4.97091655010197e+02    
39531100.0000000         3435700.0000000          100.0000000              -4.80496133364040e-03    -2.49340620328465e+01    2.12656473124602e+01     -5.06076667844487e+02    
39531200.0000000         3435700.0000000          100.0000000              -4.80322169515597e-03    -9.53641917284777e+00    2.29959468963195e+01     -5.17908250772631e+02    
39531300.0000000         3435700.0000000          100.0000000              -4.80311787403940e-03    7.74939092350494e+00     2.51629483790508e+01     -5.33521180186200e+02    
39531400.0000000         3435700.0000000          100.0000000              -4.80482816100288e-03    2.67598519797077e+01     2.79152813501024e+01     -5.53711295511114e+02    
39531500.0000000         3435700.0000000          100.0000000              -4.80852523252012e-03    4.74046148846830e+01     3.14873625611841e+01     -5.79731989876350e+02    
39531600.0000000         3435700.0000000          100.0000000              -4.81434154751816e-03    6.89930419309731e+01     3.59978904873959e+01     -6.13096383035739e+02    
39531700.0000000         3435700.0000000          100.0000000              -4.82231062725224e-03    9.01680434359186e+01     4.15972702429067e+01     -6.55373933335437e+02    
39531800.0000000         3435700.0000000          100.0000000              -4.83229281143709e-03    1.08846414314328e+02     4.85169313097312e+01     -7.07790495562936e+02    
39531900.0000000         3435700.0000000          100.0000000              -4.84390261946943e-03    1.22146895219138e+02     5.70655011448369e+01     -7.71192766279273e+02    
39532000.0000000         3435700.0000000          100.0000000              -4.85639992404201e-03    1.25770505219978e+02     6.75659713811917e+01     -8.45432825798398e+02    
39532100.0000000         3435700.0000000          100.0000000              -4.86856392071288e-03    1.14602128168416e+02     8.01204065863650e+01     -9.28014849160285e+02    
39532200.0000000         3435700.0000000          100.0000000              -4.87865696316027e-03    8.35733319073086e+01     9.45541405387649e+01     -1.01361187623427e+03    
39532300.0000000         3435700.0000000          100.0000000              -4.88449512775485e-03    2.91718781930393e+01     1.10264841693972e+02     -1.09355335875814e+03    
39532400.0000000         3435700.0000000          100.0000000              -4.88371087640994e-03    -4.84805048020480e+01    1.26203992556248e+02     -1.15692299337358e+03    
39532500.0000000         3435700.0000000          100.0000000              -4.87418701969166e-03    -1.44299659378984e+02    1.41149498545982e+02     -1.19299858232446e+03    
39532600.0000000         3435700.0000000          100.0000000              -4.85457286740477e-03    -2.48458482792093e+02    1.53666365219031e+02     -1.19498123294992e+03    
39532700.0000000         3435700.0000000          100.0000000              -4.82457812004559e-03    -3.50136450391621e+02    1.62149105967133e+02     -1.16145196066244e+03    
39532800.0000000         3435700.0000000          100.0000000              -4.78499579644932e-03    -4.38546782193861e+02    1.64887720729225e+02     -1.09607350999987e+03    
39532900.0000000         3435700.0000000          100.0000000              -4.73751730231064e-03    -5.07686391062863e+02    1.62110759099811e+02     -1.00849742131420e+03    
39533000.0000000         3435700.0000000          100.0000000              -4.68418832150076e-03    -5.54735948894790e+02    1.55333959754562e+02     -9.05532024738371e+02    
39533100.0000000         3435700.0000000          100.0000000              -4.62740478394010e-03    -5.77109490444267e+02    1.46307884156520e+02     -7.96966475973462e+02    
39533200.0000000         3435700.0000000          100.0000000              -4.56950539849874e-03    -5.77294652600235e+02    1.35874160148827e+02     -6.90862784672869e+02    
39533300.0000000         3435700.0000000          100.0000000              -4.51256352761877e-03    -5.58946042029885e+02    1.23607869679746e+02     -5.95092982119482e+02    
39533400.0000000         3435700.0000000          100.0000000              -4.45822518461167e-03    -5.25777921274181e+02    1.11058224656911e+02     -5.13781166022369e+02    
39533500.0000000         3435700.0000000          100.0000000              -4.40767677077341e-03    -4.84364068787802e+02    9.95270547907169e+01     -4.51058643010647e+02    
39533600.0000000         3435700.0000000          100.0000000              -4.36140679647423e-03    -4.41208675168363e+02    8.89970365995075e+01     -4.06398316085628e+02    
39533700.0000000         3435700.0000000          100.0000000              -4.31935332385301e-03    -4.00470145054422e+02    7.94783654045095e+01     -3.76602504818881e+02    
39533800.0000000         3435700.0000000          100.0000000              -4.28115347598980e-03    -3.64413346665820e+02    7.09406939508238e+01     -3.58424301049633e+02    
39533900.0000000         3435700.0000000          100.0000000              -4.24628865412582e-03    -3.33793477443263e+02    6.32162120520544e+01     -3.48463282152601e+02    
39534000.0000000         3435700.0000000          100.0000000              -4.21422116761751e-03    -3.08373925995838e+02    5.62618733095226e+01     -3.44035932582696e+02    
39534100.0000000         3435700.0000000          100.0000000              -4.18446410232283e-03    -2.87449053358696e+02    5.00868703483025e+01     -3.43214906203728e+02    
39534200.0000000         3435700.0000000          100.0000000              -4.15660674800214e-03    -2.70268590192533e+02    4.46823964305241e+01     -3.44810276215395e+02    
39534300.0000000         3435700.0000000          100.0000000              -4.13030309595004e-03    -2.56310454843245e+02    4.00463591288777e+01     -3.48085015087269e+02    
39534400.0000000         3435700.0000000          100.0000000              -4.10524978617919e-03    -2.45204646643625e+02    3.61172047967433e+01     -3.52439376791699e+02    
39534500.0000000         3435700.0000000          100.0000000              -4.08117818622711e-03    -2.36612308610342e+02    3.28463851798016e+01     -3.57335281623508e+02    
39534600.0000000         3435700.0000000          100.0000000              -4.05785699324885e-03    -2.30134796407777e+02    3.01819902482012e+01     -3.62386375252305e+02    
39534700.0000000         3435700.0000000          100.0000000              -4.03509292077236e-03    -2.25414479216834e+02    2.80506137332754e+01     -3.67366857670173e+02    
39534800.0000000         3435700.0000000          100.0000000              -4.01272275260762e-03    -2.22235990837514e+02    2.63191374948830e+01     -3.72128225590151e+02    
39534900.0000000         3435700.0000000          100.0000000              -3.99060360063720e-03    -2.20303415860009e+02    2.49074968559397e+01     -3.76364947660927e+02    
39535000.0000000         3435700.0000000          100.0000000              -3.96863204768919e-03    -2.19278403873038e+02    2.37701240284290e+01     -3.80157373721259e+02    
39531000.0000000         3435800.0000000          100.0000000              -4.80967846494443e-03    -3.80652561247975e+01    1.06559609403452e+01     -4.96456393129414e+02    
39531100.0000000         3435800.0000000          100.0000000              -4.80654769641402e-03    -2.42739402475069e+01    1.04265225853632e+01     -5.05498341806819e+02    
39531200.0000000         3435800.0000000          100.0000000              -4.80488355532870e-03    -8.69263526200648e+00    1.02024481094701e+01     -5.17389938768928e+02    
39531300.0000000         3435800.0000000          100.0000000              -4.80487288970483e-03    8.79785146948080e+00     9.91161642133285e+00     -5.32935403649836e+02    
39531400.0000000         3435800.0000000          100.0000000              -4.80670900007435e-03    2.82464534044334e+01     9.68154079008904e+00     -5.53129077475964e+02    
39531500.0000000         3435800.0000000          100.0000000              -4.81057837683456e-03    4.93708536800219e+01     9.53335333792500e+00     -5.79345895107551e+02    
39531600.0000000         3435800.0000000          100.0000000              -4.81661600556315e-03    7.14551927932882e+01     9.42029110355564e+00     -6.13001108410476e+02    
39531700.0000000         3435800.0000000          100.0000000              -4.82486005495169e-03    9.32379319287269e+01     9.30339780553911e+00     -6.55564714510910e+02    
39531800.0000000         3435800.0000000          100.0000000              -4.83518952679113e-03    1.12769649810085e+02     9.29816724071127e+00     -7.08390535924209e+02    
39531900.0000000         3435800.0000000          100.0000000              -4.84724346487546e-03    1.27165862830019e+02     9.59549499890735e+00     -7.72427550999565e+02    
39532000.0000000         3435800.0000000          100.0000000              -4.86031455370462e-03    1.32267185716215e+02     1.05222755052068e+01     -8.47784034707872e+02    
39532100.0000000         3435800.0000000          100.0000000              -4.87320886553399e-03    1.22732963283442e+02     1.24854566610972e+01     -9.32187165102334e+02    
39532200.0000000         3435800.0000000          100.0000000              -4.88420088912320e-03    9.34254395042673e+01     1.58965548715891e+01     -1.02042667161977e+03    
39532300.0000000         3435800.0000000          100.0000000              -4.89110261866845e-03    4.05272848351903e+01     2.12717644659917e+01     -1.10400671722200e+03    
39532400.0000000         3435800.0000000          100.0000000              -4.89150641989210e-03    -3.61967285734605e+01    2.88602994868129e+01     -1.17187774840120e+03    
39532500.0000000         3435800.0000000          100.0000000              -4.88322447992040e-03    -1.31933678347663e+02    3.85207268154985e+01     -1.21298957047604e+03    
39532600.0000000         3435800.0000000          100.0000000              -4.86479639301445e-03    -2.37324576936087e+02    4.95523533380706e+01     -1.21989423844201e+03    
39532700.0000000         3435800.0000000          100.0000000              -4.83580214201478e-03    -3.41423905417814e+02    6.10343203881800e+01     -1.19042772279676e+03    
39532800.0000000         3435800.0000000          100.0000000              -4.79691437574803e-03    -4.33587981807267e+02    7.20883727912746e+01     -1.12773114711831e+03    
39532900.0000000         3435800.0000000          100.0000000              -4.74970373640775e-03    -5.07253150177120e+02    8.03856743360488e+01     -1.03972958214043e+03    
39533000.0000000         3435800.0000000          100.0000000              -4.69626737113792e-03    -5.56875311421320e+02    8.50167966837113e+01     -9.34245655051281e+02    
39533100.0000000         3435800.0000000          100.0000000              -4.63921710115891e-03    -5.80160716076310e+02    8.86773040500603e+01     -8.23888015192822e+02    
39533200.0000000         3435800.0000000          100.0000000              -4.58095675771892e-03    -5.81956041070401e+02    9.16948255467570e+01     -7.17250474440453e+02    
39533300.0000000         3435800.0000000          100.0000000              -4.52338726830718e-03    -5.66255551961711e+02    9.19319497218422e+01     -6.17288307641734e+02    
39533400.0000000         3435800.0000000          100.0000000              -4.46830993983552e-03    -5.33195977627283e+02    8.98603801842968e+01     -5.32218949304382e+02    
39533500.0000000         3435800.0000000          100.0000000              -4.41701438600429e-03    -4.91910605736122e+02    8.65722042318083e+01     -4.66571348072214e+02    
39533600.0000000         3435800.0000000          100.0000000              -4.36999256092426e-03    -4.48700237846119e+02    8.23213865343609e+01     -4.19178123167024e+02    
39533700.0000000         3435800.0000000          100.0000000              -4.32719616567972e-03    -4.07828025157302e+02    7.71205494957762e+01     -3.87048610045365e+02    
39533800.0000000         3435800.0000000          100.0000000              -4.28826915783627e-03    -3.71582398703440e+02    7.11970353102117e+01     -3.66843141988628e+02    
39533900.0000000         3435800.0000000          100.0000000              -4.25269916552527e-03    -3.40697416792918e+02    6.48616929335392e+01     -3.55061487203530e+02    
39534000.0000000         3435800.0000000          100.0000000              -4.21996224379029e-03    -3.14825673742975e+02    5.84534124312319e+01     -3.49005603003224e+02    
39534100.0000000         3435800.0000000          100.0000000              -4.18958951233103e-03    -2.93292212525292e+02    5.23349499204167e+01     -3.46816597049243e+02    
39534200.0000000         3435800.0000000          100.0000000              -4.16118220535776e-03    -2.75414141234189e+02    4.67546535591526e+01     -3.47314548942347e+02    
39534300.0000000         3435800.0000000          100.0000000              -4.13439976634503e-03    -2.60748497814333e+02    4.18201618640023e+01     -3.49765449077327e+02    
39534400.0000000         3435800.0000000          100.0000000              -4.10893578113431e-03    -2.48981675066173e+02    3.75482619149490e+01     -3.53467196976459e+02    
39534500.0000000         3435800.0000000          100.0000000              -4.08451937100296e-03    -2.39741668747343e+02    3.39270092574511e+01     -3.57897927578139e+02    
39534600.0000000         3435800.0000000          100.0000000              -4.06091436289121e-03    -2.32693788565114e+02    3.09218180262815e+01     -3.62643776937968e+02    
39534700.0000000         3435800.0000000          100.0000000              -4.03791934174083e-03    -2.27492304397327e+02    2.84459959514180e+01     -3.67438021936570e+02    
39534800.0000000         3435800.0000000          100.0000000              -4.01536085363112e-03    -2.23939743378960e+02    2.64172157788650e+01     -3.72071448113884e+02    
39534900.0000000         3435800.0000000          100.0000000              -3.99308809794256e-03    -2.21676857492840e+02    2.47613930769314e+01     -3.76210906048330e+02    
39535000.0000000         3435800.0000000          100.0000000              -3.97099311261412e-03    -2.20384560966438e+02    2.34347818253883e+01     -3.79955143014835e+02    
39531000.0000000         3435900.0000000          100.0000000              -4.81027938680719e-03    -3.90410550163063e+01    1.39592826458246e+00     -4.95319097336813e+02    
39531100.0000000         3435900.0000000          100.0000000              -4.80704616396155e-03    -2.53594716710842e+01    -4.12345609563887e-01    -5.04171590725387e+02    
39531200.0000000         3435900.0000000          100.0000000              -4.80526340716199e-03    -9.99937902345984e+00    -2.54459525371108e+00    -5.15822954094225e+02    
39531300.0000000         3435900.0000000          100.0000000              -4.80510770812539e-03    7.21487381798695e+00     -5.13281782597894e+00    -5.30943861876801e+02    
39531400.0000000         3435900.0000000          100.0000000              -4.80677344410592e-03    2.64087054705450e+01     -8.28945919512813e+00    -5.50644676736421e+02    
39531500.0000000         3435900.0000000          100.0000000              -4.81044240867878e-03    4.71835817473910e+01     -1.21163304070680e+01    -5.76245554897389e+02    
39531600.0000000         3435900.0000000          100.0000000              -4.81623822612156e-03    6.87832198976661e+01     -1.67886587091805e+01    -6.09041485723879e+02    
39531700.0000000         3435900.0000000          100.0000000              -4.82418877983554e-03    9.00481150675926e+01     -2.24721816368179e+01    -6.50339330393460e+02    
39531800.0000000         3435900.0000000          100.0000000              -4.83417587369685e-03    1.09133708130045e+02     -2.92168953731671e+01    -7.01460954584693e+02    
39531900.0000000         3435900.0000000          100.0000000              -4.84585380990752e-03    1.23336933003319e+02     -3.69127609776303e+01    -7.63341429565469e+02    
39532000.0000000         3435900.0000000          100.0000000              -4.85854727681618e-03    1.28626644986340e+02     -4.52454337018603e+01    -8.36175358097173e+02    
39532100.0000000         3435900.0000000          100.0000000              -4.87111185900327e-03    1.19895924869448e+02     -5.36342640229240e+01    -9.17841385031871e+02    
39532200.0000000         3435900.0000000          100.0000000              -4.88189365987194e-03    9.22189481577303e+01     -6.10718468048365e+01    -1.00344206106090e+03    
39532300.0000000         3435900.0000000          100.0000000              -4.88880076330070e-03    4.19963907314940e+01     -6.61924824031051e+01    -1.08516353822682e+03    
39532400.0000000         3435900.0000000          100.0000000              -4.88951587059895e-03    -3.13556292562089e+01    -6.74921842980695e+01    -1.15268241062271e+03    
39532500.0000000         3435900.0000000          100.0000000              -4.88189764310080e-03    -1.23538964834538e+02    -6.38813490772104e+01    -1.19533145419884e+03    
39532600.0000000         3435900.0000000          100.0000000              -4.86446405366593e-03    -2.25947588554451e+02    -5.51046647019375e+01    -1.20554054696342e+03    
39532700.0000000         3435900.0000000          100.0000000              -4.83673083494914e-03    -3.27695948582931e+02    -4.16139789554974e+01    -1.18102515550302e+03    
39532800.0000000         3435900.0000000          100.0000000              -4.79928843550755e-03    -4.18709843363476e+02    -2.44599362079386e+01    -1.12537789193978e+03    
39532900.0000000         3435900.0000000          100.0000000              -4.75349945763378e-03    -4.94581191425064e+02    -4.62866038501867e+00    -1.04449599701292e+03    
39533000.0000000         3435900.0000000          100.0000000              -4.70112452731942e-03    -5.47416622687408e+02    1.25294428245895e+01     -9.39670678747730e+02    
39533100.0000000         3435900.0000000          100.0000000              -4.64503800168884e-03    -5.70344782896621e+02    2.79169554079735e+01     -8.31625538856074e+02    
39533200.0000000         3435900.0000000          100.0000000              -4.58771292358961e-03    -5.73380233133933e+02    4.35458683897031e+01     -7.28978998368180e+02    
39533300.0000000         3435900.0000000          100.0000000              -4.53084645603882e-03    -5.61060447684237e+02    5.70645731845909e+01     -6.32165966640461e+02    
39533400.0000000         3435900.0000000          100.0000000              -4.47611261067364e-03    -5.31158022420881e+02    6.61101801093958e+01     -5.47143166888939e+02    
39533500.0000000         3435900.0000000          100.0000000              -4.42492582751650e-03    -4.91763589111315e+02    7.15577550655957e+01     -4.81473104000423e+02    
39533600.0000000         3435900.0000000          100.0000000              -4.37781195207419e-03    -4.50662558313028e+02    7.37946335463970e+01     -4.33825498863256e+02    
39533700.0000000         3435900.0000000          100.0000000              -4.33472470257002e-03    -4.11624834156171e+02    7.31671812484072e+01     -4.00539588069961e+02    
39533800.0000000         3435900.0000000          100.0000000              -4.29535011843792e-03    -3.76675889717105e+02    7.01537530265135e+01     -3.78632391651247e+02    
39533900.0000000         3435900.0000000          100.0000000              -4.25922469738165e-03    -3.46605371966910e+02    6.54162469925444e+01     -3.64798465523425e+02    
39534000.0000000         3435900.0000000          100.0000000              -4.22588216343197e-03    -3.20941716173632e+02    5.97501532823505e+01     -3.56663238825591e+02    
39534100.0000000         3435900.0000000          100.0000000              -4.19490714856369e-03    -2.99159627470005e+02    5.38557886515312e+01     -3.52615524786752e+02    
39534200.0000000         3435900.0000000          100.0000000              -4.16593733955889e-03    -2.80768608583837e+02    4.82141472087571e+01     -3.51594538336942e+02    
39534300.0000000         3435900.0000000          100.0000000              -4.13864999464315e-03    -2.65481099131160e+02    4.30777082386544e+01     -3.52838336011466e+02    
39534400.0000000         3435900.0000000          100.0000000              -4.11274521352564e-03    -2.53065732561659e+02    3.85587111106520e+01     -3.55605482206160e+02    
39534500.0000000         3435900.0000000          100.0000000              -4.08795224381316e-03    -2.43191194392738e+02    3.46722145212119e+01     -3.59331514678273e+02    
39534600.0000000         3435900.0000000          100.0000000              -4.06403209389078e-03    -2.35566818235261e+02    3.13771037085059e+01     -3.63606201105372e+02    
39534700.0000000         3435900.0000000          100.0000000              -4.04077488113735e-03    -2.29872023103653e+02    2.86165178819508e+01     -3.68046934428878e+02    
39534800.0000000         3435900.0000000          100.0000000              -4.01799980772639e-03    -2.25904974465730e+02    2.63252883822210e+01     -3.72415260939109e+02    
39534900.0000000         3435900.0000000          100.0000000              -3.99555079476245e-03    -2.23244714454275e+02    2.44639666842330e+01     -3.76370318079543e+02    
39535000.0000000         3435900.0000000          100.0000000              -3.97331508427057e-03    -2.21642880851180e+02    2.29823689224903e+01     -3.80017902450634e+02    
39531000.0000000         3436000.0000000          100.0000000              -4.80996836821227e-03    -4.13826954236856e+01    -7.54622535260900e+00    -4.93739962818637e+02    
39531100.0000000         3436000.0000000          100.0000000              -4.80648004186560e-03    -2.81271294307625e+01    -1.08142365672239e+01    -5.02158641262991e+02    
39531200.0000000         3436000.0000000          100.0000000              -4.80439385907363e-03    -1.33285512377629e+01    -1.47223426414317e+01    -5.13303894771750e+02    
39531300.0000000         3436000.0000000          100.0000000              -4.80386982729915e-03    3.14047229540418e+00     -1.94676538142889e+01    -5.27739863233617e+02    
39531400.0000000         3436000.0000000          100.0000000              -4.80508309207201e-03    2.14093541764430e+01     -2.53015254918624e+01    -5.46428106009159e+02    
