x(m)                     y(m)                     z(m)                     Txx(nT/m)                Tyx(nT/m)                Tzx(nT/m)                Txy(nT/m)                Tyy(nT/m)                Tzy(nT/m)                Txz(nT/m)                Tyz(nT/m)                Tzz(nT/m)                
39532400.0000000         3435200.0000000          100.0000000              -3.95720728200169e-01    -1.07297166678690e-01    -1.61727840100803e-02    -1.07297166671233e-01    -3.81745191373375e-01    -2.15428508912414e-01    -1.61727840042037e-02    -2.15428508916760e-01    7.77465919577763e-01     
39532500.0000000         3435200.0000000          100.0000000              -3.92416798926339e-01    -1.49532111449953e-01    1.04027723189113e-01     -1.49532111453251e-01    -4.08695725405499e-01    -1.91328246329891e-01    1.04027723183370e-01     -1.91328246326790e-01    8.01112524333905e-01     
39532600.0000000         3435200.0000000          100.0000000              -3.47808347560450e-01    -1.80012597226081e-01    2.25889232200038e-01     -1.80012597220103e-01    -4.31865644655329e-01    -1.47250107116624e-01    2.25889232202313e-01     -1.47250107112759e-01    7.79673992210023e-01     
39532700.0000000         3435200.0000000          100.0000000              -2.72898074364432e-01    -1.98329863559342e-01    3.19165599215853e-01     -1.98329863528872e-01    -4.47219095773700e-01    -9.52118261752041e-02    3.19165599228326e-01     -9.52118261717622e-02    7.20117170125108e-01     
39532800.0000000         3435200.0000000          100.0000000              -1.77239353117416e-01    -2.00487266342399e-01    3.89885970677861e-01     -2.00487266345188e-01    -4.53899298551111e-01    -2.75164142772197e-02    3.89885970676105e-01     -2.75164142785442e-02    6.31138651674768e-01     
39532900.0000000         3435200.0000000          100.0000000              -8.47125446695375e-02    -1.84964015137613e-01    4.16734905175749e-01     -1.84964015135594e-01    -4.46240857908637e-01    3.46385354813207e-02     4.16734905177617e-01     3.46385354789701e-02     5.30953402582281e-01     
39533000.0000000         3435200.0000000          100.0000000              -5.05683156212361e-03    -1.63123992524462e-01    4.30634245213968e-01     -1.63123992555466e-01    -4.30860346381285e-01    9.32048808947105e-02     4.30634245198721e-01     9.32048808891068e-02     4.35917177925895e-01     
39533100.0000000         3435200.0000000          100.0000000              7.64937809072335e-02     -1.32257766171164e-01    4.26818426717062e-01     -1.32257766146974e-01    -4.07500224709711e-01    1.49136651935141e-01     4.26818426734651e-01     1.49136651944165e-01     3.31006443826204e-01     
39533200.0000000         3435200.0000000          100.0000000              1.51269049900917e-01     -9.04878117988197e-02    3.96603529405396e-01     -9.04878117939236e-02    -3.74042547764779e-01    1.96886404575413e-01     3.96603529410567e-01     1.96886404574748e-01     2.22773497872494e-01     
39533300.0000000         3435200.0000000          100.0000000              2.04600926223123e-01     -4.37719641571651e-02    3.41498085019479e-01     -4.37719641472532e-02    -3.32648023142877e-01    2.27379158424922e-01     3.41498085025598e-01     2.27379158431088e-01     1.28047096915488e-01     
39533400.0000000         3435200.0000000          100.0000000              2.32709984427763e-01     1.08708712946302e-03     2.73978877786776e-01     1.08708712846915e-03     -2.86511728938299e-01    2.40619902663447e-01     2.73978877787487e-01     2.40619902658532e-01     5.38017445195919e-02     
39533500.0000000         3435200.0000000          100.0000000              2.34757041444187e-01     3.83588554749224e-02     2.04792163729570e-01     3.83588554668849e-02     -2.39736475224845e-01    2.37141644597315e-01     2.04792163722105e-01     2.37141644587622e-01     4.97943378775751e-03     
39533600.0000000         3435200.0000000          100.0000000              2.19291025666567e-01     6.58970030588856e-02     1.43150904036686e-01     6.58970030603494e-02     -1.95315611547439e-01    2.22549173029130e-01     1.43150904038102e-01     2.22549173028975e-01     -2.39754141280371e-02    
39533700.0000000         3435200.0000000          100.0000000              1.91907651286938e-01     8.34712109503245e-02     9.33878049908446e-02     8.34712109544523e-02     -1.56060708407352e-01    2.01093585276295e-01     9.33878049942360e-02     2.01093585278168e-01     -3.58469428649154e-02    
39533800.0000000         3435200.0000000          100.0000000              1.60458161953198e-01     9.21813352111510e-02     5.70757815068962e-02     9.21813352060680e-02     -1.22904948805175e-01    1.76732794625414e-01     5.70757815049582e-02     1.76732794621788e-01     -3.75532131420550e-02    
39533900.0000000         3435200.0000000          100.0000000              1.30801180172947e-01     9.42212064840350e-02     3.29354362443568e-02     9.42212064795403e-02     -9.57124873871612e-02    1.53208264290922e-01     3.29354362427212e-02     1.53208264287296e-01     -3.50886927976819e-02    
39534000.0000000         3435200.0000000          100.0000000              1.05204653092706e-01     9.22049234871555e-02     1.58322442173709e-02     9.22049235099562e-02     -7.37404686180070e-02    1.31137090433785e-01     1.58322442297489e-02     1.31137090452510e-01     -3.14641844741822e-02    
39534100.0000000         3435200.0000000          100.0000000              8.30133421638207e-02     8.74548870046496e-02     4.23656072134141e-03     8.74548870008986e-02     -5.69211174267939e-02    1.11478486518307e-01     4.23656071995625e-03     1.11478486511977e-01     -2.60922247334595e-02    
39534200.0000000         3435200.0000000          100.0000000              6.39202626460366e-02     8.10333778542629e-02     -3.15769140011427e-03    8.10333778538250e-02     -4.43417567534220e-02    9.45110535569843e-02     -3.15769139951908e-03    9.45110535568159e-02     -1.95785059005244e-02    
39534300.0000000         3435200.0000000          100.0000000              4.80141227889836e-02     7.39321468070494e-02     -6.69727826295879e-03    7.39321468033963e-02     -3.47999142177198e-02    8.08020152235690e-02     -6.69727827128306e-03    8.08020152258583e-02     -1.32142085787293e-02    
39534400.0000000         3435200.0000000          100.0000000              3.52923544361874e-02     6.69634574217519e-02     -7.89943741059839e-03    6.69634574252734e-02     -2.73965438571631e-02    6.95696269228607e-02     -7.89943740856235e-03    6.95696269268826e-02     -7.89581057776263e-03    
39534500.0000000         3435200.0000000          100.0000000              2.53752607193142e-02     6.04877937680582e-02     -7.58071573259927e-03    6.04877937723488e-02     -2.16631354937103e-02    5.99849410202282e-02     -7.58071573063068e-03    5.99849410288793e-02     -3.71212522980964e-03    
39534600.0000000         3435200.0000000          100.0000000              1.73435856920537e-02     5.38507842392875e-02     -6.93242090923694e-03    5.38507842394789e-02     -1.76419624855235e-02    5.18865310605478e-02     -6.93242090750877e-03    5.18865310587299e-02     2.98376792074967e-04     
39534700.0000000         3435200.0000000          100.0000000              1.08086724227957e-02     4.77203688980299e-02     -5.20729192237050e-03    4.77203688984155e-02     -1.46202138220150e-02    4.59957593054404e-02     -5.20729192049255e-03    4.59957593062206e-02     3.81154139851939e-03     
39534800.0000000         3435200.0000000          100.0000000              5.72472349009695e-03     4.23041567772590e-02     -2.79757658545211e-03    4.23041567779399e-02     -1.19292669914091e-02    4.17058317754685e-02     -2.79757658562509e-03    4.17058317770883e-02     6.20454349894743e-03     
39534900.0000000         3435200.0000000          100.0000000              2.13743495926402e-03     3.81315548835597e-02     -2.96531852284501e-04    3.81315548806566e-02     -9.22296150555837e-03    3.84488979731839e-02     -2.96531854916354e-04    3.84488979681665e-02     7.08552654334992e-03     
39535000.0000000         3435200.0000000          100.0000000              -4.47930817677107e-04    3.42815106917936e-02     1.49365083546123e-03     3.42815107074608e-02     -6.68145877027631e-03    3.52913868007626e-02     1.49365085923217e-03     3.52913868221790e-02     7.12938958884169e-03     
39531000.0000000         3435300.0000000          100.0000000              6.16306079432293e-02     -9.27010665238959e-03    -7.72821287519794e-02    -9.27010665194328e-03    -5.94890461587688e-02    1.45265881821705e-02     -7.72821287517577e-02    1.45265881814508e-02     -2.14156178110976e-03    
39531100.0000000         3435300.0000000          100.0000000              6.44497177566392e-02     -8.48254099154036e-03    -9.48832557500628e-02    -8.48254099646074e-03    -6.99502358416052e-02    1.23597956900230e-02     -9.48832557524747e-02    1.23597956976782e-02     5.50051809335504e-03     
39531200.0000000         3435300.0000000          100.0000000              6.59207573346814e-02     -7.32034532829443e-03    -1.15683263176681e-01    -7.32034533285402e-03    -8.24537719314673e-02    9.00074448418972e-03     -1.15683263179545e-01    9.00074449273255e-03     1.65330146006081e-02     
39531300.0000000         3435300.0000000          100.0000000              6.49248195251519e-02     -6.33160431792537e-03    -1.41159411486861e-01    -6.33160431765954e-03    -9.77359853683118e-02    4.02568494938148e-03     -1.41159411486761e-01    4.02568494903294e-03     3.28111658407278e-02     
39531400.0000000         3435300.0000000          100.0000000              5.94139522297567e-02     -5.46712034165189e-03    -1.70519786917762e-01    -5.46712034436901e-03    -1.16377878273431e-01    -2.29369367220859e-03    -1.70519786918514e-01    -2.29369366864694e-03    5.69639260405393e-02     
39531500.0000000         3435300.0000000          100.0000000              4.72478673056194e-02     -4.99556539613242e-03    -2.03015077844822e-01    -4.99556536470461e-03    -1.38766758694795e-01    -1.02633256335688e-02    -2.03015077831993e-01    -1.02633256616963e-02    9.15188913842333e-02     
39531600.0000000         3435300.0000000          100.0000000              2.73788782901694e-02     -4.42707033758365e-03    -2.37040409510902e-01    -4.42707033779645e-03    -1.64915668885112e-01    -1.99640601730359e-02    -2.37040409510966e-01    -1.99640601710002e-02    1.37536790604680e-01     
39531700.0000000         3435300.0000000          100.0000000              -3.58225775987752e-03    -4.65393676808349e-03    -2.71747957693869e-01    -4.65393676799339e-03    -1.94988427176756e-01    -3.31880611431917e-02    -2.71747957692504e-01    -3.31880611468788e-02    1.98570684931452e-01     
39531800.0000000         3435300.0000000          100.0000000              -4.90690877485630e-02    -7.51701004675828e-03    -3.02008787431869e-01    -7.51701004280739e-03    -2.29692242456457e-01    -4.99241947666970e-02    -3.02008787431049e-01    -4.99241947704651e-02    2.78761330202056e-01     
39531900.0000000         3435300.0000000          100.0000000              -1.09942516653178e-01    -1.37297081240319e-02    -3.20260838807540e-01    -1.37297081250760e-02    -2.68322954025388e-01    -6.90463362735740e-02    -3.20260838808386e-01    -6.90463362731264e-02    3.78265470679072e-01     
39532000.0000000         3435300.0000000          100.0000000              -1.84214918275649e-01    -2.53467157295052e-02    -3.17861329765515e-01    -2.53467157413211e-02    -3.09863935220841e-01    -8.93512360350583e-02    -3.17861329770587e-01    -8.93512360286316e-02    4.94078853493014e-01     
39532100.0000000         3435300.0000000          100.0000000              -2.66167089474412e-01    -4.32806824562830e-02    -2.86884793245966e-01    -4.32806824424950e-02    -3.52488553166116e-01    -1.09177664015688e-01    -2.86884793244018e-01    -1.09177664024214e-01    6.18655642631651e-01     
39532200.0000000         3435300.0000000          100.0000000              -3.43349629044237e-01    -6.96929002373573e-02    -2.20411948233528e-01    -6.96929002419008e-02    -3.94985839411695e-01    -1.23620137881909e-01    -2.20411948234339e-01    -1.23620137883244e-01    7.38335468463356e-01     
39532300.0000000         3435300.0000000          100.0000000              -3.99615053688507e-01    -1.01378924046374e-01    -1.23760248678784e-01    -1.01378924052745e-01    -4.33946860259262e-01    -1.25932164067801e-01    -1.23760248682537e-01    -1.25932164064569e-01    8.33561913945469e-01     
39532400.0000000         3435300.0000000          100.0000000              -4.37429047299680e-01    -1.35124720531525e-01    -5.93605883961802e-03    -1.35124720524947e-01    -4.69379698321707e-01    -1.21238959763070e-01    -5.93605883723815e-03    -1.21238959764791e-01    9.06808745617786e-01     
39532500.0000000         3435300.0000000          100.0000000              -4.29106059432781e-01    -1.77353941027960e-01    1.44063525179298e-01     -1.77353941031012e-01    -5.05560230971675e-01    -9.24374750702971e-02    1.44063525175991e-01     -9.24374750677697e-02    9.34666290400863e-01     
39532600.0000000         3435300.0000000          100.0000000              -3.67186262116795e-01    -1.98799711945819e-01    2.80269117938005e-01     -1.98799711949630e-01    -5.30845231705369e-01    -3.73642832852681e-02    2.80269117926978e-01     -3.73642832730849e-02    8.98031493825144e-01     
39532700.0000000         3435300.0000000          100.0000000              -2.80512628002524e-01    -2.08848420951132e-01    3.92392712906203e-01     -2.08848420943639e-01    -5.39458761430904e-01    3.58495801008504e-02     3.92392712906145e-01     3.58495801048707e-02     8.19971389429558e-01     
39532800.0000000         3435300.0000000          100.0000000              -1.59921041208513e-01    -1.92039475629589e-01    4.55568619985727e-01     -1.92039475597999e-01    -5.28496984054294e-01    1.09421724505079e-01     4.55568619998289e-01     1.09421724519900e-01     6.88418025267494e-01     
39532900.0000000         3435300.0000000          100.0000000              -6.24713512667012e-02    -1.68807077381468e-01    4.75595767824225e-01     -1.68807077388209e-01    -5.10415237871459e-01    1.69355440701335e-01     4.75595767818591e-01     1.69355440703596e-01     5.72886589134853e-01     
39533000.0000000         3435300.0000000          100.0000000              2.55864068327196e-02     -1.38524682894523e-01    4.87770790751182e-01     -1.38524682984943e-01    -4.85500028149133e-01    2.27722618422298e-01     4.87770790712956e-01     2.27722618419859e-01     4.59913621314351e-01     
39533100.0000000         3435300.0000000          100.0000000              1.18935981984590e-01     -9.53608123310437e-02    4.77219722841176e-01     -9.53608123372285e-02    -4.46698673272124e-01    2.79855939757876e-01     4.77219722839469e-01     2.79855939755379e-01     3.27762691316720e-01     
39533200.0000000         3435300.0000000          100.0000000              2.00769147207735e-01     -4.37420557012916e-02    4.30033230282942e-01     -4.37420545587678e-02    -3.95075248522563e-01    3.15690869367067e-01     4.30033230713953e-01     3.15690870101248e-01     1.94306101325700e-01     
39533300.0000000         3435300.0000000          100.0000000              2.53462409989553e-01     8.83857747208584e-03     3.55226818995542e-01     8.83857747821960e-03     -3.35673279564995e-01    3.29954279554215e-01     3.55226818997932e-01     3.29954279558750e-01     8.22108695621280e-02     
39533400.0000000         3435300.0000000          100.0000000              2.73738374016656e-01     5.37523300216540e-02     2.68531018234344e-01     5.37523300112603e-02     -2.76600762329807e-01    3.22278286505323e-01     2.68531018231506e-01     3.22278286501879e-01     2.86238832687854e-03     
39533500.0000000         3435300.0000000          100.0000000              2.65428603620162e-01     8.78402826736901e-02     1.86018192579174e-01     8.78402825121289e-02     -2.21589539295994e-01    2.99678292155204e-01     1.86018192515856e-01     2.99678291952487e-01     -4.38390643279313e-02    
39533600.0000000         3435300.0000000          100.0000000              2.38748020962484e-01     1.09582712322414e-01     1.16936859914703e-01     1.09582712322486e-01     -1.73421194093005e-01    2.68343818592878e-01     1.16936859915591e-01     2.68343818589930e-01     -6.53268268826512e-02    
39533700.0000000         3435300.0000000          100.0000000              2.01255996148852e-01     1.20158455464334e-01     6.38119442183600e-02     1.20158455402093e-01     -1.32889555585215e-01    2.32710532669819e-01     6.38119441836834e-02     2.32710532623972e-01     -6.83664405515833e-02    
39533800.0000000         3435300.0000000          100.0000000              1.62129076628216e-01     1.21678046321438e-01     2.84417249833594e-02     1.21678046346943e-01     -1.00812527680246e-01    1.98174472162965e-01     2.84417249952044e-02     1.98174472193703e-01     -6.13165489577889e-02    
39533900.0000000         3435300.0000000          100.0000000              1.27650355901065e-01     1.17531791915399e-01     6.55388828216170e-03     1.17531791908021e-01     -7.60040013575220e-02    1.66759124509395e-01     6.55388827813129e-03     1.66759124504979e-01     -5.16463545438434e-02    
39534000.0000000         3435300.0000000          100.0000000              9.89410201083073e-02     1.09756255868287e-01     -7.03647341978438e-03    1.09756255865430e-01     -5.74600098831777e-02    1.39883354162841e-01     -7.03647341984919e-03    1.39883354157192e-01     -4.14810102242723e-02    
39534100.0000000         3435300.0000000          100.0000000              7.53401290447000e-02     1.00550783855132e-01     -1.52824936409661e-02    1.00550783731070e-01     -4.36930178353332e-02    1.17475814709427e-01     -1.52824936865912e-02    1.17475814512189e-01     -3.16471112136474e-02    
39534200.0000000         3435300.0000000          100.0000000              5.55527561141890e-02     9.08272385283188e-02     -1.91262687333605e-02    9.08272385162727e-02     -3.36541469058422e-02    9.89834060621195e-02     -1.91262687300526e-02    9.89834060337476e-02     -2.18986092101704e-02    
39534300.0000000         3435300.0000000          100.0000000              3.99072663018706e-02     8.14234757141431e-02     -1.96846903111646e-02    8.14234757180125e-02     -2.62291390805967e-02    8.39796508556180e-02     -1.96846903106560e-02    8.39796508642611e-02     -1.36781272150428e-02    
39534400.0000000         3435300.0000000          100.0000000              2.77228957310152e-02     7.27064517547228e-02     -1.85891826597161e-02    7.27064517588195e-02     -2.05945865029444e-02    7.16897289619754e-02     -1.85891826579754e-02    7.16897289713101e-02     -7.12830922671967e-03    
39534500.0000000         3435300.0000000          100.0000000              1.80018010533109e-02     6.44343573951490e-02     -1.65688088351017e-02    6.44343573955889e-02     -1.66122931423936e-02    6.17112325513433e-02     -1.65688088365171e-02    6.17112325546344e-02     -1.38950791231277e-03    
39534600.0000000         3435300.0000000          100.0000000              1.05480300598187e-02     5.68676312448978e-02     -1.34392507384831e-02    5.68676312432925e-02     -1.36122109324569e-02    5.42667932962634e-02     -1.34392507391050e-02    5.42667932934596e-02     3.06418087606816e-03     
39534700.0000000         3435300.0000000          100.0000000              4.75585796051752e-03     5.01523854885767e-02     -1.01337525818638e-02    5.01523854819767e-02     -1.12449071000633e-02    4.86513964120021e-02     -1.01337525845966e-02    4.86513964006738e-02     6.48904914241319e-03     
39534800.0000000         3435300.0000000          100.0000000              1.12942858732741e-03     4.48753272176623e-02     -6.26916495645578e-03    4.48753272183650e-02     -8.87471435386272e-03    4.47467239474038e-02     -6.26916495725018e-03    4.47467239500710e-02     7.74528576684490e-03     
39534900.0000000         3435300.0000000          100.0000000              -1.97879757175174e-03    4.05983991764491e-02     -4.43471999420206e-03    4.05983991711380e-02     -6.55893618408487e-03    4.01861051726474e-02     -4.43472000128684e-03    4.01861051666782e-02     8.53773375350227e-03     
39535000.0000000         3435300.0000000          100.0000000              -4.45665781781978e-03    3.59664643152409e-02     -1.22899894899589e-03    3.59664643179406e-02     -5.18368396942651e-03    3.67942558672219e-02     -1.22899894586859e-03    3.67942558698797e-02     9.64034178567187e-03     
39531000.0000000         3435400.0000000          100.0000000              6.13453958796610e-02     -1.90943979513237e-02    -7.83562275724540e-02    -1.90943979433812e-02    -6.01552002076466e-02    2.12595097278672e-02     -7.83562275700641e-02    2.12595097153111e-02     -1.19019566251418e-03    
39531100.0000000         3435400.0000000          100.0000000              6.42975577161918e-02     -2.04215517467115e-02    -9.66493411946163e-02    -2.04215517456945e-02    -7.13070162334460e-02    2.06590408108372e-02     -9.66493411954108e-02    2.06590408100772e-02     7.00945851259607e-03     
39531200.0000000         3435400.0000000          100.0000000              6.56077108203652e-02     -2.20127970245544e-02    -1.18734245451031e-01    -2.20127970327646e-02    -8.52003525258785e-02    1.95626132721750e-02     -1.18734245455951e-01    1.95626132892683e-02     1.95926417108556e-02     
39531300.0000000         3435400.0000000          100.0000000              6.41070455701345e-02     -2.42130210330656e-02    -1.44793212381080e-01    -2.42130210395229e-02    -1.02139400157085e-01    1.80683514243440e-02     -1.44793212383125e-01    1.80683514365442e-02     3.80323545851664e-02     
39531400.0000000         3435400.0000000          100.0000000              5.81898323890099e-02     -2.71028905471163e-02    -1.75251635116100e-01    -2.71028905578543e-02    -1.22632099308036e-01    1.61442036246109e-02     -1.75251635121991e-01    1.61442036450366e-02     6.44422669136909e-02     
39531500.0000000         3435400.0000000          100.0000000              4.58831380598963e-02     -3.05632231358355e-02    -2.08134694221484e-01    -3.05632231374794e-02    -1.47214190770926e-01    1.45016726655018e-02     -2.08134694221888e-01    1.45016726694010e-02     1.01331052714384e-01     
39531600.0000000         3435400.0000000          100.0000000              2.56119763975676e-02     -3.40301131884368e-02    -2.44989098905267e-01    -3.40301132275386e-02    -1.75836304899761e-01    1.13043041680207e-02     -2.44989098909867e-01    1.13043041981732e-02     1.50224328503653e-01     
39531700.0000000         3435400.0000000          100.0000000              -7.58143265559511e-03    -3.96653978433309e-02    -2.82029612358239e-01    -3.96653978577548e-02    -2.10155197793082e-01    6.54246704004731e-03     -2.82029612365922e-01    6.54246705894236e-03     2.17736630441401e-01     
39531800.0000000         3435400.0000000          100.0000000              -5.55320276988449e-02    -4.74411581070355e-02    -3.13759568391397e-01    -4.74411581041285e-02    -2.49965212542126e-01    1.74380076424736e-03     -3.13759568392183e-01    1.74380076468168e-03     3.05497240241630e-01     
39531900.0000000         3435400.0000000          100.0000000              -1.20416514020184e-01    -5.81036240183450e-02    -3.33179425845671e-01    -5.81036240239441e-02    -2.95307966010756e-01    -3.24783546676930e-03    -3.33179425840385e-01    -3.24783546944688e-03    4.15724480048377e-01     
39532000.0000000         3435400.0000000          100.0000000              -1.99505653315916e-01    -7.22864009035319e-02    -3.30741363114083e-01    -7.22864009083986e-02    -3.44682748214067e-01    -7.71542852894921e-03    -3.30741363113919e-01    -7.71542852788107e-03    5.44188401530164e-01     
39532100.0000000         3435400.0000000          100.0000000              -2.88071720174243e-01    -9.15620652094794e-02    -2.96510073263456e-01    -9.15620652052020e-02    -3.96946586455610e-01    -9.43714532446274e-03    -2.96510073261391e-01    -9.43714532921716e-03    6.85018306639936e-01     
39532200.0000000         3435400.0000000          100.0000000              -3.71721046807198e-01    -1.15847312676070e-01    -2.22217211015495e-01    -1.15847312671667e-01    -4.49360653629100e-01    -5.95599046395016e-03    -2.22217211013079e-01    -5.95599046855826e-03    8.21081700448465e-01     
39532300.0000000         3435400.0000000          100.0000000              -4.30565761129991e-01    -1.44563145098701e-01    -1.14596496846035e-01    -1.44563145090351e-01    -4.99700558500868e-01    5.36712251198814e-03     -1.14596496841462e-01    5.36712250633555e-03     9.30266319628555e-01     
39532400.0000000         3435400.0000000          100.0000000              -4.80482371228299e-01    -1.81275161526092e-01    1.47994302235470e-02     -1.81275161526774e-01    -5.53005878243342e-01    3.26524725400326e-02     1.47994302226762e-02     3.26524725403368e-02     1.03348824947415e+00     
39532500.0000000         3435400.0000000          100.0000000              -4.50654257965870e-01    -2.09834427479458e-01    2.11195214157934e-01     -2.09834427477689e-01    -5.92216417999403e-01    1.04300003895975e-01     2.11195214160027e-01     1.04300003893780e-01     1.04287067597542e+00     
39532600.0000000         3435400.0000000          100.0000000              -3.73373870912657e-01    -2.09147196221385e-01    3.45944313323080e-01     -2.09147196224458e-01    -6.03724510713164e-01    1.76458031298143e-01     3.45944313323252e-01     1.76458031299167e-01     9.77098381625488e-01     
39532700.0000000         3435400.0000000          100.0000000              -2.65184313545911e-01    -1.95565816924135e-01    4.64927881802960e-01     -1.95565816918969e-01    -5.95408506254168e-01    2.44834513610011e-01     4.64927881805876e-01     2.44834513610493e-01     8.60592819810838e-01     
39532800.0000000         3435400.0000000          100.0000000              -1.36776931943474e-01    -1.71694053216762e-01    5.14884950974758e-01     -1.71694053211254e-01    -5.74342863352750e-01    3.00006257059639e-01     5.14884950978720e-01     3.00006257059696e-01     7.11119795301358e-01     
39532900.0000000         3435400.0000000          100.0000000              -3.27521144915181e-02    -1.42017531382955e-01    5.34243278415856e-01     -1.42017531385851e-01    -5.46429401854783e-01    3.57409316034648e-01     5.34243278416036e-01     3.57409316035960e-01     5.79181516343460e-01     
39533000.0000000         3435400.0000000          100.0000000              7.07661240113396e-02     -9.70712895576217e-02    5.42781572577007e-01     -9.70712896177843e-02    -5.03061648457723e-01    4.13256449862525e-01     5.42781572540855e-01     4.13256449847186e-01     4.32295524450883e-01     
39533100.0000000         3435400.0000000          100.0000000              1.74151292666338e-01     -3.83520028482659e-02    5.12661636183100e-01     -3.83520028421546e-02    -4.41821078487610e-01    4.48593364626904e-01     5.12661636183684e-01     4.48593364631442e-01     2.67669785822167e-01     
39533200.0000000         3435400.0000000          100.0000000              2.57024127805815e-01     2.18221648483803e-02     4.41382079752197e-01     2.18221648423804e-02     -3.71396704650577e-01    4.56930111932674e-01     4.41382079748371e-01     4.56930111925864e-01     1.14372576854026e-01     
39533300.0000000         3435400.0000000          100.0000000              3.01730750835065e-01     7.41161236869993e-02     3.42661663150048e-01     7.41161236957835e-02     -3.00341684525614e-01    4.39076234163088e-01     3.42661663155498e-01     4.39076234167147e-01     -1.38906631369003e-03    
39533400.0000000         3435400.0000000          100.0000000              3.10819373132353e-01     1.13509470241351e-01     2.40182873230100e-01     1.13509470243423e-01     -2.36159619647051e-01    4.04213854994289e-01     2.40182873231091e-01     4.04213854993924e-01     -7.46597534885922e-02    
39533500.0000000         3435400.0000000          100.0000000              2.89548314347107e-01     1.39986932035247e-01     1.48039351906767e-01     1.39986932036846e-01     -1.80628448101995e-01    3.58875016910228e-01     1.48039351906365e-01     3.58875016912131e-01     -1.08919866222058e-01    
39533600.0000000         3435400.0000000          100.0000000              2.50067098043511e-01     1.53020389372934e-01     7.39080866802417e-02     1.53020389360884e-01     -1.34399293398963e-01    3.07770263149759e-01     7.39080866675426e-02     3.07770263149755e-01     -1.15667804640672e-01    
39533700.0000000         3435400.0000000          100.0000000              2.02197958242675e-01     1.53903556612093e-01     2.25828696066260e-02     1.53903556619316e-01     -9.88183105280915e-02    2.58999308570191e-01     2.25828696075672e-02     2.58999308581075e-01     -1.03379647716951e-01    
39533800.0000000         3435400.0000000          100.0000000              1.56861006392935e-01     1.47475310676984e-01     -8.42559041502224e-03    1.47475310662014e-01     -7.20329027565350e-02    2.15881245282576e-01     -8.42559041877718e-03    2.15881245271157e-01     -8.48281036362758e-02    
39533900.0000000         3435400.0000000          100.0000000              1.18358955010177e-01     1.36858851296837e-01     -2.50693958109145e-02    1.36858851294239e-01     -5.20436502833545e-02    1.78854484912795e-01     -2.50693958073451e-02    1.78854484909233e-01     -6.63153047256110e-02    
39534000.0000000         3435400.0000000          100.0000000              8.78916052259658e-02     1.23983595576121e-01     -3.32634886829823e-02    1.23983595579973e-01     -3.76083249673808e-02    1.47761343700740e-01     -3.32634886808901e-02    1.47761343706453e-01     -5.02832802529052e-02    
39534100.0000000         3435400.0000000          100.0000000              6.38673077946024e-02     1.10565755290738e-01     -3.66875412997011e-02    1.10565755289769e-01     -2.77416409731301e-02    1.22583028571879e-01     -3.66875413000120e-02    1.22583028568128e-01     -3.61256668207212e-02    
39534200.0000000         3435400.0000000          100.0000000              4.46898540385817e-02     9.79082234115383e-02     -3.62098832074995e-02    9.79082234050876e-02     -2.10634572638062e-02    1.02881866863535e-01     -3.62098832103075e-02    1.02881866853946e-01     -2.36263967808169e-02    
39534300.0000000         3435400.0000000          100.0000000              3.00114025272940e-02     8.66361766735210e-02     -3.36294424288512e-02    8.66361766679793e-02     -1.64284939943985e-02    8.70366005931624e-02     -3.36294424337176e-02    8.70366005877479e-02     -1.35829085327362e-02    
39534400.0000000         3435400.0000000          100.0000000              1.85489279663669e-02     7.64509261396169e-02     -2.99951604076721e-02    7.64509261070510e-02     -1.32529210818616e-02    7.41421848548938e-02     -2.99951604348280e-02    7.41421848317920e-02     -5.29600688433729e-03    
39534500.0000000         3435400.0000000          100.0000000              9.58642268309547e-03     6.71077543903253e-02     -2.51564439998623e-02    6.71077543678045e-02     -1.10924844488083e-02    6.42018962646437e-02     -2.51564440175293e-02    6.42018962399704e-02     1.50606177303382e-03     
39534600.0000000         3435400.0000000          100.0000000              3.25365067769151e-03     5.90893490492649e-02     -1.99222934201453e-02    5.90893490402806e-02     -9.26508788275947e-03    5.68646676684639e-02     -1.99222934219635e-02    5.68646676577215e-02     6.01143720086285e-03     
39534700.0000000         3435400.0000000          100.0000000              -1.37839440863413e-03    5.23714482663423e-02     -1.46940910610238e-02    5.23714481980115e-02     -7.26250442870901e-03    5.12288146376404e-02     -1.46940910737213e-02    5.12288145216058e-02     8.64089884048772e-03     
39534800.0000000         3435400.0000000          100.0000000              -3.45440151870649e-03    4.70577982955443e-02     -1.09873850681102e-02    4.70577983127240e-02     -5.26743918829198e-03    4.61908504616667e-02     -1.09873850610902e-02    4.61908504902259e-02     8.72184070927649e-03     
39534900.0000000         3435400.0000000          100.0000000              -7.11565707058650e-03    4.16715850760550e-02     -8.34623157182168e-03    4.16715850727067e-02     -4.24121538566724e-03    4.17135790380247e-02     -8.34623157177766e-03    4.17135790303817e-02     1.13568724597050e-02     
39535000.0000000         3435400.0000000          100.0000000              -8.54144156476066e-03    3.71291490347500e-02     -3.82338533765629e-03    3.71291490344714e-02     -3.33231845498406e-03    3.87904762874008e-02     -3.82338533628855e-03    3.87904762878228e-02     1.18737600189131e-02     
