x(m)                     y(m)                     z(m)                     Txx(nT/m)                Tyx(nT/m)                Tzx(nT/m)                Txy(nT/m)                Tyy(nT/m)                Tzy(nT/m)                Txz(nT/m)                Tyz(nT/m)                Tzz(nT/m)                
39534300.0000000         3434900.0000000          100.0000000              5.58391222257660e-02     -2.30063972978381e-02    -2.48292189911181e-02    -2.30063973111959e-02    -7.25506141894687e-03    5.12545891259953e-02     -2.48292190107470e-02    5.12545891082957e-02     -4.85840608104398e-02    
39534400.0000000         3434900.0000000          100.0000000              4.29394748614546e-02     -1.48825706976806e-02    -2.63589983639975e-02    -1.48825706981652e-02    -8.29643515476663e-03    4.67442612463340e-02     -2.63589983655221e-02    4.67442612454432e-02     -3.46430397093372e-02    
39534500.0000000         3434900.0000000          100.0000000              3.26160301607097e-02     -9.10842980205168e-03    -2.69737499622275e-02    -9.10842981125401e-03    -8.71073345793623e-03    4.18073811757613e-02     -2.69737499742621e-02    4.18073811666070e-02     -2.39052967061825e-02    
39534600.0000000         3434900.0000000          100.0000000              2.29555792420072e-02     -4.75025148555569e-03    -2.61807963512347e-02    -4.75025147471308e-03    -9.30052705557801e-03    3.70591802071085e-02     -2.61807963343710e-02    3.70591802205776e-02     -1.36550521848731e-02    
39534700.0000000         3434900.0000000          100.0000000              1.52295149350320e-02     -1.52228300077921e-03    -2.48869591675919e-02    -1.52228300559338e-03    -9.72239900032000e-03    3.21406881122485e-02     -2.48869591731141e-02    3.21406880992306e-02     -5.50711593609078e-03    
39534800.0000000         3434900.0000000          100.0000000              8.78926543913710e-03     5.73128867800886e-04     -2.33032794657485e-02    5.73128838372935e-04     -9.94572493884984e-03    2.73549772713885e-02     -2.33032794970435e-02    2.73549772000436e-02     1.15645950166127e-03     
39534900.0000000         3434900.0000000          100.0000000              2.56018645104216e-03     1.69143813319161e-03     -2.21618118484556e-02    1.69143808678501e-03     -1.01524864661639e-02    2.31600814661177e-02     -2.21618118886096e-02    2.31600813467416e-02     7.59230001808254e-03     
39535000.0000000         3434900.0000000          100.0000000              -3.15360687036391e-03    2.22156104929396e-03     -1.98410771743959e-02    2.22156104989600e-03     -1.06535408928285e-02    1.97158596507342e-02     -1.98410771729509e-02    1.97158596502952e-02     1.38071477615346e-02     
39531000.0000000         3435000.0000000          100.0000000              5.65360406155887e-02     6.82883261296264e-02     -4.45205415401102e-02    6.82883260918770e-02     -4.20793765213204e-02    -1.13179217255250e-02    -4.45205415683632e-02    -1.13179216527480e-02    -1.44566641005010e-02    
39531100.0000000         3435000.0000000          100.0000000              5.83705472823034e-02     8.15774506537198e-02     -5.68616968725923e-02    8.15774506480790e-02     -4.31932461811221e-02    -1.94322915438205e-02    -5.68616968759040e-02    -1.94322915351079e-02    -1.51773010975494e-02    
39531200.0000000         3435000.0000000          100.0000000              5.75790878022681e-02     9.73013006307133e-02     -6.92791815033124e-02    9.73013006185182e-02     -4.34662500504548e-02    -2.97998694007038e-02    -6.92791815089403e-02    -2.97998693833377e-02    -1.41128377548754e-02    
39531300.0000000         3435000.0000000          100.0000000              5.54741517154917e-02     1.15681781473145e-01     -8.24713411868191e-02    1.15681781436237e-01     -4.21450720069068e-02    -4.37503715048039e-02    -8.24713412212871e-02    -4.37503714471905e-02    -1.33290797121140e-02    
39531400.0000000         3435000.0000000          100.0000000              5.10794759219661e-02     1.36427017732386e-01     -9.90499304849584e-02    1.36427017732212e-01     -3.86976690057528e-02    -6.25157283234033e-02    -9.90499304845966e-02    -6.25157283232524e-02    -1.23818069236116e-02    
